v1,v2
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Mm you ask him to come its enough :-)
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Call me when you get the chance plz &lt;3
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Ofcourse I also upload some songs
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,what is your account number?
ham,Cramps stopped. Going back to sleep
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,"Received, understood n acted upon!"
ham,And he's apparently bffs with carly quick now
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,I send the print  outs da.
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,Yup i thk so until e shop closes lor.
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,Pls call me da. What happen.
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,Ryder unsold.now gibbs.
ham,I gotta collect da car at 6 lei.
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,I wait 4 Ì_ inside da car park...
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Ok lor. I'm in town now lei.
ham,I like to think there's always the possibility of being in a pub later.
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Can Ì_ send me a copy of da report?
ham,&lt;#&gt;  w jetton ave if you forgot
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,Try to do something dear. You read something for exams
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,"They can try! They can get lost, in fact. Tee hee"
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Umma. Did she say anything
ham,You'd like that wouldn't you? Jerk!
ham,I'm at home. Please call
ham,"sure, but make sure he knows we ain't smokin yet"
ham,"I call you later, don't have network. If urgnt, sms me."
ham,I attended but nothing is there.
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Good morning princess! Happy New Year!
ham,So wats ur opinion abt him and how abt is character?
ham,At 4. Let's go to bill millers
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,"Princess, is your kitty shaved or natural?"
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Hello madam how are you ?
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Oh wow thats gay. Will firmware update help
ham,"Sure, I'll see if I can come by in a bit"
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,Did you try making another butt.
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,S.i think he is waste for rr..
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,I dont have i shall buy one dear
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Shall i start from hear.
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,What makes you most happy?
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,Just normal only here :)
ham,If you are not coughing then its nothing
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,Also remember the beads don't come off. Ever.
ham,I dunno lei... Like dun haf...
ham,Why are u up so early?
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,U dun say so early hor... U c already then say...
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,I'll talk to the others and probably just come early tomorrow then
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,But that's on ebay it might be less elsewhere.
ham,Just haven't decided where yet eh ?
ham,I accidentally deleted the message. Resend please.
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,"Sorry, I'll call later"
ham,K:)k.are you in college?
ham,Die... Now i have e toot fringe again...
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,Hi msg me:)i'm in office..
ham,You still around? Looking to pick up later
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Give me a sec to think think about it
ham,No de. But call me after some time. Ill tell you k
ham,Yavnt tried yet and never played original either
ham,"Alright if you're sure, let me know when you're leaving"
ham,R u in this continent?
ham,"Sorry,  in meeting I'll call you later"
ham,Wat uniform? In where get?
ham,Apart from the one i told you about yesterday?
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Dear i have reache room
ham,Wish i were with you now!
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,And of course you should make a stink!
ham,Can i get your opinion on something first?
ham,Did u got that persons story
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,What happen dear tell me
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
